DateTime,9.498067 76.338848
2014-01-11,0.0000
2014-01-12,0.0000
2014-01-13,0.0000
2014-01-14,0.0000
2014-01-15,0.0000
2014-01-16,0.0000
2014-01-17,1.6538
2014-01-18,0.0000
2014-01-19,0.0000
2014-01-20,0.0000
2014-01-21,0.0000
2014-01-22,0.0000
2014-01-23,0.0000
2014-01-24,0.0000
2014-01-25,0.0000
2014-01-26,0.0000
2014-01-27,0.0000
2014-01-28,0.0000
2014-01-29,0.0000
2014-01-30,0.0000
2014-01-31,0.0000
2014-02-01,0.0000
2014-02-02,0.0000
2014-02-03,0.0000
2014-02-04,0.0000
2014-02-05,0.0000
2014-02-06,0.0000
2014-02-07,0.0000
2014-02-08,0.0000
2014-02-09,0.0000
2014-02-10,0.0000
2014-02-11,0.0000
2014-02-12,0.0000
2014-02-13,0.0000
2014-02-14,0.0000
2014-02-15,0.9660
2014-02-16,0.0000
2014-02-17,0.0000
2014-02-18,0.0000
2014-02-19,0.0000
2014-02-20,0.0000
2014-02-21,0.6154
2014-02-22,36.9488
2014-02-23,0.0000
2014-02-24,0.0000
2014-02-25,0.0000
2014-02-26,0.0000
2014-02-27,0.0000
2014-02-28,0.0000
2014-03-01,0.0000
2014-03-02,0.0000
2014-03-03,0.0000
2014-03-04,0.4369
2014-03-05,0.0000
2014-03-06,0.0000
2014-03-07,0.0000
2014-03-08,0.0000
2014-03-09,0.0000
2014-03-10,0.0000
2014-03-11,0.0000
2014-03-12,0.0000
2014-03-13,0.0000
2014-03-14,0.0000
2014-03-15,0.0000
2014-03-16,0.0000
2014-03-17,0.0000
2014-03-18,0.0000
2014-03-19,0.0000
2014-03-20,0.5770
2014-03-21,28.9176
2014-03-22,1.6651
2014-03-23,0.0000
2014-03-24,0.0000
2014-03-25,0.0000
2014-03-26,0.0000
2014-03-27,0.0000
2014-03-28,0.0000
2014-03-29,0.0000
2014-03-30,0.0000
2014-03-31,0.0000
2014-04-01,0.0000
2014-04-02,0.0000
2014-04-03,0.0000
2014-04-04,0.4369
2014-04-05,0.0000
2014-04-06,2.1447
2014-04-07,1.7933
2014-04-08,17.8445
2014-04-09,3.7686
2014-04-10,0.0000
2014-04-11,0.0000
2014-04-12,0.0000
2014-04-13,25.0636
2014-04-14,0.0000
2014-04-15,3.4614
2014-04-16,0.0000
2014-04-17,25.8770
2014-04-18,0.0000
2014-04-19,0.9660
2014-04-20,6.5644
2014-04-21,0.0000
2014-04-22,2.5871
2014-04-23,4.4748
2014-04-24,47.3881
2014-04-25,2.2362
2014-04-26,1.1575
2014-04-27,0.0000
2014-04-28,1.1106
2014-04-29,0.0000
2014-04-30,27.8167
2014-05-01,40.5358
2014-05-02,2.8395
2014-05-03,0.0000
2014-05-04,3.0980
2014-05-05,9.9420
2014-05-06,4.5021
2014-05-07,54.1436
2014-05-08,84.6370
2014-05-09,25.0454
